"CS1","CS2"
"pau00330.0",-0.0271057084839968,0.025281544172588
"pau00330.1",2.26172732616915,-2.1095172382841
"pau00360.0",-0.0208126208226472,0.030096539281348
"pau00360.1",3.05577565132154,-4.41887029551369
"pau00380.0",-0.0531263018585875,-0.0890978166616617
"pau00380.1",4.30197295971245,7.21481421891836
"pau00627.0",-0.00246574491030929,0.00844713987567109
"pau00627.1",0.815090524792172,-2.79233413215886
"pau00643.0",0.00189839440408522,-0.00358957980723223
"pau00643.1",-2.53375137427707,4.79094478475066
"pau01100.0",-2.52103064991443,-0.0812856264680694
"pau01100.1",2.58378604123981,0.0833090494273699
"pau01120.0",-0.945130913359495,-0.464328369315974
"pau01120.1",4.41572490321471,2.16937814082243
"pau00061.0",-0.258633719276944,0.163584596910196
"pau00061.1",9.8745558529787,-6.24560959565776
"pau00620.0",-0.431962189107084,-0.0708560719529338
"pau00620.1",9.1105779021625,1.49443580861287
"pau00640.0",-0.351075780422328,0.00825881346585051
"pau00640.1",11.3186211577348,-0.266262687559687
"pau01110.0",-0.994849300459911,0.583001627952611
"pau01110.1",2.67708590818243,-1.56882599396495
"pau01200.0",-0.947028227345766,0.120230153858917
"pau01200.1",6.24856797231809,-0.7932881692611
"pau01212.0",-0.275156830054406,0.217934741146625
"pau01212.1",7.93491183244168,-6.2847538833855
"pau00281.0",-0.00583864232472336,0.0196500058869032
"pau00281.1",1.58887929599993,-5.34738827685536
"pau00071.0",-0.000143505363600816,-0.196276530808124
"pau00071.1",0.0125077308060823,17.1071934128432
"pau00280.0",-0.0676793660927622,0.0109597508203501
"pau00280.1",5.65635304432778,-0.915969275374028
"pau00410.0",-0.0321791997405711,0.0199313919345322
"pau00410.1",6.96016144344677,-4.31103653215011
"pau00650.0",-0.193056876708665,0.122914036582453
"pau00650.1",8.12710932815738,-5.17430837119668
"pau00270.0",0.0842526481155558,0.240588694668625
"pau00270.1",-2.99204780040435,-8.54397921947935
"pau00010.0",-0.141725278233124,-0.212089578958431
"pau00010.1",3.99194833114876,5.9738858962372
"pau00020.0",-0.330925669335969,0.267879622208149
"pau00020.1",5.99170722184079,-4.8502017694464
"pau00430.0",-0.0442936605694408,-0.102603853898883
"pau00430.1",9.86287956372756,22.8468236937085
"pau00680.0",-0.198627206827143,-0.00889627269090837
"pau00680.1",8.71509760479498,0.390338695582678
"pau00630.0",-0.295049145264724,-0.147124823919211
"pau00630.1",8.88488557045012,4.43040505649314
"pau01210.0",-0.425208617695409,0.0507708301568942
